,NAME,state,county,median_household_income_2000,median_rent_2000,median_house_price_2000,year,unemployment_rate_2000
2501,"Rock County, Minnesota",27,133,3848,394,73500,2000,0.01658010387534958
2502,"Rock County, Nebraska",31,149,755,282,42200,2000,0.0227765726681128
2503,"Rock County, Wisconsin",55,105,58674,543,98300,2000,0.05618394214722789
2504,"Rock Island County, Illinois",17,161,60686,450,77800,2000,0.06275311603035426
2505,"Rockbridge County, Virginia",51,163,8447,442,94500,2000,0.03639300646142151
2506,"Rockcastle County, Kentucky",21,203,6546,282,45200,2000,0.06718200983836964
2507,"Rockdale County, Georgia",13,247,24051,757,117800,2000,0.041915486549508045
2508,"Rockingham County, New Hampshire",33,015,104586,717,158300,2000,0.026859344894026974
2509,"Rockingham County, North Carolina",37,157,37048,437,77800,2000,0.05758813604475624
2510,"Rockingham County, Virginia",51,165,25352,485,103200,2000,0.03353497059069495
2511,"Rockland County, New York",36,087,92744,884,234300,2000,0.03710609467960944
2512,"Rockwall County, Texas",48,397,14581,699,141900,2000,0.01818595135258013
2513,"Roger Mills County, Oklahoma",40,129,1430,314,51700,2000,0.024463007159904536
2514,"Rogers County, Oklahoma",40,131,25747,480,89000,2000,0.03710553693214657
2515,"Rolette County, North Dakota",38,079,4557,281,46300,2000,0.14266867696946853
2516,"Rooks County, Kansas",20,163,2365,325,40500,2000,0.04145267791636097
2517,"Roosevelt County, Montana",30,085,3608,323,47600,2000,0.15716151501959078
2518,"Roosevelt County, New Mexico",35,041,6630,391,56700,2000,0.07837674136886735
2519,"Roscommon County, Michigan",26,143,11264,420,76600,2000,0.08778509883426254
2520,"Roseau County, Minnesota",27,135,6204,442,69500,2000,0.03302585126978704
2521,"Rosebud County, Montana",30,087,3282,350,55900,2000,0.08442164179104478
2522,"Ross County, Ohio",39,141,27148,430,81600,2000,0.05400952032222629
2523,"Routt County, Colorado",08,107,7980,740,246200,2000,0.030661306849531018
2524,"Rowan County, Kentucky",21,205,7935,421,65700,2000,0.08125942684766214
2525,"Rowan County, North Carolina",37,159,50005,496,88000,2000,0.06278367260197033
2526,"Runnels County, Texas",48,399,4442,356,40600,2000,0.057113613101330604
2527,"Rush County, Indiana",18,139,6960,446,86100,2000,0.03692341404623644
2528,"Rush County, Kansas",20,165,1546,328,33100,2000,0.026517383618149676
2529,"Rusk County, Texas",48,401,17336,419,57500,2000,0.054685146128351916
2530,"Rusk County, Wisconsin",55,107,6119,371,65900,2000,0.0630268968285829
2531,"Russell County, Alabama",01,113,19728,428,66100,2000,0.06196936138796604
2532,"Russell County, Kansas",20,167,3225,325,43900,2000,0.04245683555052363
2533,"Russell County, Kentucky",21,207,6957,313,54100,2000,0.06514935988620199
2534,"Russell County, Virginia",51,167,11766,355,55200,2000,0.06934587430525865
2535,"Rutherford County, North Carolina",37,161,25174,404,71300,2000,0.060184414633334446
2536,"Rutherford County, Tennessee",47,149,66464,601,111600,2000,0.049730850906217594
2537,"Rutland County, Vermont",50,021,25686,517,97200,2000,0.04717633962150615
2538,"Río Grande Municipio, Puerto Rico",72,119,16465,332,82700,2000,0.20342004489634227
2539,"Sabana Grande Municipio, Puerto Rico",72,121,8878,260,58500,2000,0.22323998953153626
2540,"Sabine County, Texas",48,403,4494,319,47000,2000,0.09154145798553144
2541,"Sabine Parish, Louisiana",22,085,9237,309,48200,2000,0.08227642276422764
2542,"Sac County, Iowa",19,161,4748,329,54500,2000,0.031146685227074995
2543,"Sacramento County, California",06,067,453841,659,141100,2000,0.06636336073420249
2544,"Sagadahoc County, Maine",23,023,14159,551,108600,2000,0.03186998733642887
2545,"Saginaw County, Michigan",26,145,80509,497,84900,2000,0.07592254663422547
2546,"Saguache County, Colorado",08,109,2311,404,67700,2000,0.060765191297824456
2547,"Salem County, New Jersey",34,033,24316,602,104600,2000,0.06580661561437513
2548,"Salem city, Virginia",51,775,9933,550,99200,2000,0.038267875125881166
2549,"Salinas Municipio, Puerto Rico",72,123,10191,218,49600,2000,0.2771385692846423
2550,"Saline County, Arkansas",05,125,31813,525,82300,2000,0.039076716789579545
2551,"Saline County, Illinois",17,165,10970,347,46600,2000,0.07794117647058824
2552,"Saline County, Kansas",20,169,21490,457,83700,2000,0.033768949294302145
2553,"Saline County, Missouri",29,195,8984,391,62800,2000,0.045431684828164294
2554,"Saline County, Nebraska",31,151,5192,443,70900,2000,0.025389816475783082
2555,"Salt Lake County, Utah",49,035,295290,638,153500,2000,0.045484702176109025
2556,"Saluda County, South Carolina",45,081,7141,394,68600,2000,0.04970633021535784
2557,"Sampson County, North Carolina",37,163,22226,387,66400,2000,0.06914333824458009
2558,"San Augustine County, Texas",48,405,3619,317,45100,2000,0.0694645441389291
2559,"San Benito County, California",06,069,15911,765,283900,2000,0.06628003314001657
2560,"San Bernardino County, California",06,071,528839,648,124900,2000,0.08144901568674899
2561,"San Diego County, California",06,073,995492,761,212000,2000,0.05561517163746347
2562,"San Francisco County, California",06,075,329850,928,422700,2000,0.04593363927527866
2563,"San Germán Municipio, Puerto Rico",72,125,12821,255,65600,2000,0.2352316003896909
2564,"San Jacinto County, Texas",48,407,8673,380,54200,2000,0.07451284322409212
2565,"San Joaquin County, California",06,077,181612,617,139800,2000,0.10337564821933944
2566,"San Juan County, Colorado",08,111,269,561,131900,2000,0.030395136778115502
2567,"San Juan County, New Mexico",35,045,37740,459,77000,2000,0.0906938775510204
2568,"San Juan County, Utah",49,037,4109,383,57300,2000,0.15062174087444846
2569,"San Juan County, Washington",53,055,6468,607,286400,2000,0.0316622691292876
2570,"San Juan Municipio, Puerto Rico",72,127,163428,334,106200,2000,0.13665381034712062
2571,"San Lorenzo Municipio, Puerto Rico",72,129,13131,286,65000,2000,0.21985642029694893
2572,"San Luis Obispo County, California",06,079,92732,719,218600,2000,0.05913509258308519
2573,"San Mateo County, California",06,081,254219,1144,449900,2000,0.032604015394037615
2574,"San Miguel County, Colorado",08,113,3010,811,297900,2000,0.025948959897061977
2575,"San Miguel County, New Mexico",35,047,11133,430,82400,2000,0.08734359961501444
2576,"San Patricio County, Texas",48,409,22037,518,61300,2000,0.0655419009928487
2577,"San Saba County, Texas",48,411,2290,402,53300,2000,0.03691941246526399
2578,"San Sebastián Municipio, Puerto Rico",72,131,14934,246,64700,2000,0.25117114303560273
2579,"Sanborn County, South Dakota",46,111,1035,301,36400,2000,0.022561863173216887
2580,"Sanders County, Montana",30,089,4276,390,89800,2000,0.0974218571754506
2581,"Sandoval County, New Mexico",35,043,31412,726,111600,2000,0.06173225317916296
2582,"Sandusky County, Ohio",39,143,23682,462,88900,2000,0.042547850643238155
2583,"Sangamon County, Illinois",17,167,78781,503,87600,2000,0.04054160048630311
2584,"Sanilac County, Michigan",26,151,16902,448,91000,2000,0.06042688203057398
2585,"Sanpete County, Utah",49,039,6549,432,104600,2000,0.06803968082812163
2586,"Santa Barbara County, California",06,083,136769,830,264100,2000,0.06624419268074008
2587,"Santa Clara County, California",06,085,566485,1185,422600,2000,0.038904033531604265
2588,"Santa Cruz County, Arizona",04,023,11821,475,92800,2000,0.0771101573676681
2589,"Santa Cruz County, California",06,087,91244,924,353300,2000,0.0605660185575094
2590,"Santa Fe County, New Mexico",35,049,52481,690,169100,2000,0.04696934169646521
2591,"Santa Isabel Municipio, Puerto Rico",72,133,6777,216,60300,2000,0.23872766027217576
2592,"Santa Rosa County, Florida",12,113,43845,540,96300,2000,0.05022140619937358
2593,"Sarasota County, Florida",12,115,150166,711,112000,2000,0.0369888528692487
2594,"Saratoga County, New York",36,091,78226,638,112600,2000,0.03898118818281725
2595,"Sargent County, North Dakota",38,081,1783,340,44700,2000,0.01924839596700275
2596,"Sarpy County, Nebraska",31,153,43495,607,112000,2000,0.026303218054691005
2597,"Sauk County, Wisconsin",55,111,21647,508,106700,2000,0.04165158743214344
2598,"Saunders County, Nebraska",31,155,7477,474,92800,2000,0.023498199734697744
2599,"Sawyer County, Wisconsin",55,113,6602,386,93100,2000,0.0661392815458436
2600,"Schenectady County, New York",36,093,59732,572,92300,2000,0.05087353652907359
2601,"Schleicher County, Texas",48,413,1115,321,45900,2000,0.017651573292402148
2602,"Schley County, Georgia",13,249,1426,358,48700,2000,0.05677114133648729
2603,"Schoharie County, New York",36,095,12011,506,82800,2000,0.07198996103295688
2604,"Schoolcraft County, Michigan",26,153,3616,345,66600,2000,0.12353255069370331
2605,"Schuyler County, Illinois",17,169,2971,341,53300,2000,0.056824078879086665
2606,"Schuyler County, Missouri",29,197,1725,276,52200,2000,0.04829965500246427
2607,"Schuyler County, New York",36,097,7375,466,66500,2000,0.07369101486748546
2608,"Schuylkill County, Pennsylvania",42,107,60500,379,63900,2000,0.05864183912103429
2609,"Scioto County, Ohio",39,145,30834,378,59900,2000,0.09107154053545677
2610,"Scotland County, Missouri",29,199,1895,313,49100,2000,0.045754328112118714
2611,"Scotland County, North Carolina",37,165,13407,433,62900,2000,0.0988858815383647
2612,"Scott County, Arkansas",05,127,4341,343,46400,2000,0.03916342013532909
2613,"Scott County, Illinois",17,171,2216,326,56900,2000,0.04632532218739115
2614,"Scott County, Indiana",18,143,8832,463,74700,2000,0.044741114919718564
2615,"Scott County, Iowa",19,163,62367,496,90400,2000,0.051723521631894386
2616,"Scott County, Kansas",20,171,2047,402,69300,2000,0.022411953041622197
2617,"Scott County, Kentucky",21,209,12081,513,105500,2000,0.03763593919034334
2618,"Scott County, Minnesota",27,139,30714,655,160900,2000,0.02614918799889898
2619,"Scott County, Mississippi",28,123,10226,370,42600,2000,0.05977726826072716
2620,"Scott County, Missouri",29,201,15689,393,63000,2000,0.06332169268693509
2621,"Scott County, Tennessee",47,151,8221,347,51100,2000,0.07335364424654324
2622,"Scott County, Virginia",51,169,9851,335,62500,2000,0.05912282487025542
2623,"Scotts Bluff County, Nebraska",31,157,14890,433,70900,2000,0.05765353386736417
2624,"Screven County, Georgia",13,251,5795,341,51800,2000,0.09362155579235805
2625,"Scurry County, Texas",48,415,5749,392,45000,2000,0.06029197080291971
2626,"Searcy County, Arkansas",05,129,3533,293,47300,2000,0.047037263286499695
2627,"Sebastian County, Arkansas",05,131,45348,428,71300,2000,0.04679481448368351
2628,"Sedgwick County, Colorado",08,115,1161,301,59900,2000,0.014179104477611941
2629,"Sedgwick County, Kansas",20,173,176600,511,80400,2000,0.04789619843507895
2630,"Seminole County, Florida",12,117,139631,731,115100,2000,0.03674721863914866
2631,"Seminole County, Georgia",13,253,3562,362,52200,2000,0.06783042394014963
2632,"Seminole County, Oklahoma",40,133,9580,375,41600,2000,0.08581486062220531
2633,"Seneca County, New York",36,099,12619,521,70400,2000,0.05981212857051569
2634,"Seneca County, Ohio",39,147,22352,433,81100,2000,0.050632077956281274
2635,"Sequatchie County, Tennessee",47,153,4486,382,74800,2000,0.051286976565501345
2636,"Sequoyah County, Oklahoma",40,135,14765,354,56600,2000,0.06146599941124522
2637,"Sevier County, Arkansas",05,133,5709,398,50400,2000,0.04691011235955056
2638,"Sevier County, Tennessee",47,155,28484,513,101200,2000,0.06492438312549748
2639,"Sevier County, Utah",49,041,6104,477,94800,2000,0.06295790388675028
2640,"Seward County, Kansas",20,175,7429,467,63100,2000,0.04869463185684952
2641,"Seward County, Nebraska",31,159,6005,449,91000,2000,0.03028615967041532
2642,"Shackelford County, Texas",48,417,1292,380,42100,2000,0.018354860639021073
2643,"Shannon County, Missouri",29,203,3329,283,46800,2000,0.06719952634695085
2644,"Shannon County, South Dakota",46,113,2769,304,23100,2000,0.3303295571575695
2645,"Sharkey County, Mississippi",28,125,2178,283,43400,2000,0.14541213063763608
2646,"Sharp County, Arkansas",05,135,7231,379,52100,2000,0.06382316313823164
2647,"Shasta County, California",06,089,63497,563,112900,2000,0.08730763370409873
2648,"Shawano County, Wisconsin",55,115,15820,438,86000,2000,0.03778023138591522
2649,"Shawnee County, Kansas",20,177,69007,494,79600,2000,0.040161186549727404
2650,"Sheboygan County, Wisconsin",55,117,43595,482,105800,2000,0.02635887360838245
2651,"Shelby County, Alabama",01,117,54601,635,136200,2000,0.029502924355798783
2652,"Shelby County, Illinois",17,173,9037,418,67400,2000,0.03634400863620007
2653,"Shelby County, Indiana",18,145,16577,528,99000,2000,0.036544850498338874
2654,"Shelby County, Iowa",19,165,5202,399,77000,2000,0.026140894993354008
2655,"Shelby County, Kentucky",21,211,12118,495,122600,2000,0.038602837280280335
2656,"Shelby County, Missouri",29,205,2754,294,49900,2000,0.047661870503597124
2657,"Shelby County, Ohio",39,149,17696,499,97900,2000,0.03206655627801785
2658,"Shelby County, Tennessee",47,157,338560,566,90800,2000,0.06799866406447025
2659,"Shelby County, Texas",48,419,9644,327,50000,2000,0.052025916255681266
2660,"Shenandoah County, Virginia",51,171,14284,468,101100,2000,0.027065527065527065
2661,"Sherburne County, Minnesota",27,141,21625,570,139400,2000,0.02585452595331508
2662,"Sheridan County, Kansas",20,179,1134,286,57300,2000,0.006442376521116679
2663,"Sheridan County, Montana",30,091,1748,290,44100,2000,0.03540277065161621
2664,"Sheridan County, Nebraska",31,161,2555,369,47700,2000,0.026537216828478965
2665,"Sheridan County, North Dakota",38,083,727,264,27800,2000,0.07468879668049792
2666,"Sheridan County, Wyoming",56,033,11169,439,98300,2000,0.04447643037063692
2667,"Sherman County, Kansas",20,181,2764,414,62400,2000,0.03140165572366543
2668,"Sherman County, Nebraska",31,163,1389,350,45000,2000,0.029080118694362018
2669,"Sherman County, Oregon",41,055,801,390,73000,2000,0.07286995515695067
2670,"Sherman County, Texas",48,421,1129,418,50300,2000,0.045201668984700974
2671,"Shiawassee County, Michigan",26,155,26906,482,97100,2000,0.05407272325375773
2672,"Shoshone County, Idaho",16,079,5910,389,65800,2000,0.11768562530732667
2673,"Sibley County, Minnesota",27,143,5798,426,88000,2000,0.026611328125
2674,"Sierra County, California",06,091,1523,513,128200,2000,0.09389952153110048
2675,"Sierra County, New Mexico",35,051,6103,348,62200,2000,0.06553955332915884
2676,"Silver Bow County, Montana",30,093,14465,362,73600,2000,0.06834129370835544
2677,"Simpson County, Kentucky",21,213,6432,469,81100,2000,0.032492307692307695
2678,"Simpson County, Mississippi",28,127,10103,376,51900,2000,0.06277987531828957
2679,"Sioux County, Iowa",19,167,10682,385,85400,2000,0.018254986585792606
2680,"Sioux County, Nebraska",31,165,601,413,57300,2000,0.04138851802403204
2681,"Sioux County, North Dakota",38,085,1091,235,37500,2000,0.23269611074489124
2682,"Siskiyou County, California",06,093,18573,471,98800,2000,0.0955397340592608
2683,"Sitka City and Borough, Alaska",02,220,3281,768,174700,2000,0.07438184029185245
2684,"Skagit County, Washington",53,057,38814,668,152900,2000,0.06842147629397086
2685,"Skagway-Hoonah-Angoon Census Area, Alaska",02,232,1369,515,120000,2000,0.15639269406392695
2686,"Skamania County, Washington",53,059,3761,579,144400,2000,0.11088379705400982
2687,"Slope County, North Dakota",38,087,312,325,25700,2000,0.029197080291970802
2688,"Smith County, Kansas",20,183,1953,283,39800,2000,0.022609514837494113
2689,"Smith County, Mississippi",28,129,6083,331,54000,2000,0.05857019810508183
2690,"Smith County, Tennessee",47,159,6878,401,86800,2000,0.044057971014492756
2691,"Smith County, Texas",48,423,65711,517,76500,2000,0.06531251883551323
2692,"Smyth County, Virginia",51,173,13497,353,62600,2000,0.046547314578005115
2693,"Snohomish County, Washington",53,061,224966,766,188600,2000,0.049049244573423495
2694,"Snyder County, Pennsylvania",42,109,13643,439,87800,2000,0.03783258675589616
2695,"Socorro County, New Mexico",35,053,6690,362,70100,2000,0.09063097514340344
2696,"Solano County, California",06,095,130440,797,174900,2000,0.05908233154439323
2697,"Somerset County, Maine",23,025,20519,421,67000,2000,0.06248486316299346
2698,"Somerset County, Maryland",24,039,8366,429,76500,2000,0.09664067763981134
2699,"Somerset County, New Jersey",34,035,109070,898,222400,2000,0.03069722970082782
2700,"Somerset County, Pennsylvania",42,111,31193,366,66900,2000,0.05710857174025691
2701,"Somervell County, Texas",48,425,2437,402,88100,2000,0.047109207708779445
2702,"Sonoma County, California",06,097,172690,864,265200,2000,0.04253990457872255
2703,"Southampton County, Virginia",51,175,6299,409,79500,2000,0.0468
2704,"Southeast Fairbanks Census Area, Alaska",02,240,2071,516,90900,2000,0.16383734701934466
2705,"Spalding County, Georgia",13,255,21523,537,84700,2000,0.06214085752173273
2706,"Spartanburg County, South Carolina",45,083,97658,485,84400,2000,0.054517232141450114
2707,"Spencer County, Indiana",18,147,7557,423,85400,2000,0.0455751373886678
2708,"Spencer County, Kentucky",21,215,4258,426,114200,2000,0.04052750080411708
2709,"Spink County, South Dakota",46,115,2847,325,36700,2000,0.03307038834951456
2710,"Spokane County, Washington",53,063,163826,532,111200,2000,0.07854271737893899
2711,"Spotsylvania County, Virginia",51,177,31259,805,125700,2000,0.031436530043772386
2712,"St. Bernard Parish, Louisiana",22,087,25065,489,82900,2000,0.057280839223462436
2713,"St. Charles County, Missouri",29,183,101826,624,122600,2000,0.03779017914022883
2714,"St. Charles Parish, Louisiana",22,089,16393,507,96300,2000,0.052107984924182664
2715,"St. Clair County, Alabama",01,115,24098,482,81200,2000,0.04153668791536688
2716,"St. Clair County, Illinois",17,163,96777,503,74200,2000,0.06502403943602592
2717,"St. Clair County, Michigan",26,147,62188,537,122700,2000,0.05227250655530737
2718,"St. Clair County, Missouri",29,185,4031,290,58100,2000,0.06251514417252241
2719,"St. Croix County, Wisconsin",55,109,23428,587,141800,2000,0.026124292525162407
2720,"St. Francis County, Arkansas",05,123,10027,403,50700,2000,0.11791484423815049
2721,"St. Francois County, Missouri",29,187,20788,402,67400,2000,0.07441995600381854
2722,"St. Helena Parish, Louisiana",22,091,3865,326,55100,2000,0.09504232164449819
2723,"St. James Parish, Louisiana",22,093,6999,317,69300,2000,0.10156615240766713
2724,"St. John the Baptist Parish, Louisiana",22,095,14250,489,79000,2000,0.06884171089603497
2725,"St. Johns County, Florida",12,109,49621,724,140700,2000,0.03253754020721871
2726,"St. Joseph County, Indiana",18,141,100629,535,85800,2000,0.05583745081215421
2727,"St. Joseph County, Michigan",26,149,23410,456,84400,2000,0.046436561201661876
2728,"St. Landry Parish, Louisiana",22,097,32332,320,53800,2000,0.10358614375095376
2729,"St. Lawrence County, New York",36,089,40527,428,59100,2000,0.08465385310598302
2730,"St. Louis County, Minnesota",27,137,82720,415,74600,2000,0.06793537300756483
2731,"St. Louis County, Missouri",29,189,404607,601,114800,2000,0.04597486589171404
2732,"St. Louis city, Missouri",29,510,147286,442,63500,2000,0.11253228461002657
2733,"St. Lucie County, Florida",12,111,76903,621,81500,2000,0.051430517711171665
2734,"St. Martin Parish, Louisiana",22,099,17121,353,59400,2000,0.08629587155963303
2735,"St. Mary Parish, Louisiana",22,101,19271,397,63100,2000,0.0854542161036138
2736,"St. Mary's County, Maryland",24,037,30736,719,148000,2000,0.04286148766075774
2737,"St. Tammany Parish, Louisiana",22,103,69281,593,116000,2000,0.038129582101512835
2738,"Stafford County, Kansas",20,185,1999,353,37900,2000,0.03494029190623618
2739,"Stafford County, Virginia",51,179,30136,842,155100,2000,0.027506742820878945
2740,"Stanislaus County, California",06,099,145253,611,123900,2000,0.11644584903366963
2741,"Stanley County, South Dakota",46,117,1124,440,75200,2000,0.014442518775274409
2742,"Stanly County, North Carolina",37,167,22203,463,84100,2000,0.04475319177988667
2743,"Stanton County, Kansas",20,187,852,406,64600,2000,0.02763819095477387
2744,"Stanton County, Nebraska",31,167,2299,411,70100,2000,0.026587887740029542
2745,"Stark County, Illinois",17,175,2516,397,63600,2000,0.068760907504363
2746,"Stark County, North Dakota",38,089,8919,342,69800,2000,0.04849000425350915
2747,"Stark County, Ohio",39,151,148323,486,100000,2000,0.045296719674028506
2748,"Starke County, Indiana",18,149,8729,431,80500,2000,0.06193862275449102
2749,"Starr County, Texas",48,427,14378,281,35900,2000,0.20880614657210403
2750,"Staunton city, Virginia",51,790,9681,466,88000,2000,0.03881396957123098
2751,"Ste. Genevieve County, Missouri",29,186,6602,396,84400,2000,0.03241583257506824
2752,"Stearns County, Minnesota",27,145,47627,473,102100,2000,0.03656399362719066
2753,"Steele County, Minnesota",27,147,12818,471,103400,2000,0.03420728111093239
2754,"Steele County, North Dakota",38,091,925,271,39800,2000,0.029304029304029304
2755,"Stephens County, Georgia",13,257,9969,422,74000,2000,0.04177962047520332
2756,"Stephens County, Oklahoma",40,137,17486,391,55900,2000,0.06511701122888026
2757,"Stephens County, Texas",48,429,3668,400,44200,2000,0.03730061349693251
2758,"Stephenson County, Illinois",17,177,19778,433,80400,2000,0.06236071314867876
2759,"Sterling County, Texas",48,431,515,392,51200,2000,0.02009273570324575
2760,"Steuben County, Indiana",18,151,12721,520,98600,2000,0.045469468154957324
2761,"Steuben County, New York",36,101,39093,468,63100,2000,0.06972287735849056
2762,"Stevens County, Kansas",20,189,1984,450,69600,2000,0.03762376237623762
2763,"Stevens County, Minnesota",27,149,3767,385,71400,2000,0.05287769784172662
2764,"Stevens County, Washington",53,065,15048,453,107800,2000,0.09857283180216098
2765,"Stewart County, Georgia",13,259,2002,245,37400,2000,0.10061407652338214
2766,"Stewart County, Tennessee",47,161,4955,420,74000,2000,0.0731794596528896
2767,"Stillwater County, Montana",30,095,3209,439,103200,2000,0.06798664122137404
2768,"Stoddard County, Missouri",29,207,12047,352,56800,2000,0.060346070656092286
2769,"Stokes County, North Carolina",37,169,17577,449,84000,2000,0.05852977273689111
2770,"Stone County, Arkansas",05,137,4762,349,60100,2000,0.04349726775956284
2771,"Stone County, Mississippi",28,131,4747,429,69900,2000,0.06746911624960406
2772,"Stone County, Missouri",29,209,11824,468,90900,2000,0.09577314071696094
2773,"Stonewall County, Texas",48,433,710,290,32500,2000,0.029769959404600813
2774,"Storey County, Nevada",32,029,1468,513,122400,2000,0.052127659574468084
2775,"Story County, Iowa",19,169,29386,575,110600,2000,0.04381719278708185
2776,"Strafford County, New Hampshire",33,017,42531,623,112100,2000,0.04064818681142197
2777,"Stutsman County, North Dakota",38,093,8996,366,63900,2000,0.03359059814067707
2778,"Sublette County, Wyoming",56,035,2372,523,113800,2000,0.047619047619047616
2779,"Suffolk County, Massachusetts",25,025,278776,791,201300,2000,0.07044899016637192
2780,"Suffolk County, New York",36,103,469535,945,183500,2000,0.039295977516248026
2781,"Suffolk city, Virginia",51,800,23290,506,104500,2000,0.04659746251441753
2782,"Sullivan County, Indiana",18,153,7777,375,57900,2000,0.06868577609518658
2783,"Sullivan County, Missouri",29,211,2921,328,47000,2000,0.051888152205246466
2784,"Sullivan County, New Hampshire",33,019,16527,537,89600,2000,0.03317133015618365
2785,"Sullivan County, New York",36,105,27681,545,90400,2000,0.09195919591959197
2786,"Sullivan County, Pennsylvania",42,113,2667,346,80800,2000,0.08902967655885295
2787,"Sullivan County, Tennessee",47,163,63602,419,82600,2000,0.0460866888658813
2788,"Sully County, South Dakota",46,119,622,343,54200,2000,0.019925280199252802
2789,"Summers County, West Virginia",54,089,5541,284,53800,2000,0.1248703588467123
2790,"Summit County, Colorado",08,117,9106,874,268800,2000,0.028394122123997424
2791,"Summit County, Ohio",39,153,217865,546,108000,2000,0.05018034915596595
2792,"Summit County, Utah",49,043,10374,909,281600,2000,0.02805658273170159
2793,"Sumner County, Kansas",20,191,9920,416,63800,2000,0.049556093623890234
2794,"Sumner County, Tennessee",47,165,48952,594,121000,2000,0.03679719973747539
2795,"Sumter County, Alabama",01,119,5722,298,40700,2000,0.11436221074775292
2796,"Sumter County, Florida",12,119,20736,410,74600,2000,0.047864970399294625
2797,"Sumter County, Georgia",13,261,11990,399,60700,2000,0.06816090443013015
2798,"Sumter County, South Carolina",45,085,37719,461,67000,2000,0.06990307212091343
2799,"Sunflower County, Mississippi",28,133,9654,357,49100,2000,0.12830188679245283
2800,"Surry County, North Carolina",37,171,28392,411,78800,2000,0.03380114647163471
2801,"Surry County, Virginia",51,181,2603,402,82800,2000,0.05302132701421801
2802,"Susquehanna County, Pennsylvania",42,115,16543,427,84500,2000,0.043118576084231634
2803,"Sussex County, Delaware",10,005,62582,507,99700,2000,0.048619161268325946
2804,"Sussex County, New Jersey",34,037,50789,790,157600,2000,0.03544749364448211
2805,"Sussex County, Virginia",51,183,4124,434,67900,2000,0.052830188679245285
2806,"Sutter County, California",06,101,27098,506,119900,2000,0.11635184663095574
2807,"Sutton County, Texas",48,435,1511,362,45400,2000,0.03485952133194589
2808,"Suwannee County, Florida",12,121,13490,394,57900,2000,0.0731220031965903
2809,"Swain County, North Carolina",37,173,5131,384,80000,2000,0.1013739946380697
2810,"Sweet Grass County, Montana",30,097,1477,429,107900,2000,0.022614451185879757
2811,"Sweetwater County, Wyoming",56,037,14105,428,92800,2000,0.05708720407551693
2812,"Swift County, Minnesota",27,151,4368,362,63000,2000,0.04339830820154469
2813,"Swisher County, Texas",48,437,2946,387,40500,2000,0.05795872208085948
2814,"Switzerland County, Indiana",18,155,3470,444,85200,2000,0.07721490738674402
2815,"Talbot County, Georgia",13,263,2525,307,46300,2000,0.08687815428983417
2816,"Talbot County, Maryland",24,041,14320,552,151500,2000,0.03383167550181666
2817,"Taliaferro County, Georgia",13,265,865,285,43100,2000,0.09773539928486293
2818,"Talladega County, Alabama",01,121,30686,351,62000,2000,0.07737458435738037
2819,"Tallahatchie County, Mississippi",28,135,5251,285,37600,2000,0.09594161623353506
2820,"Tallapoosa County, Alabama",01,123,16631,358,65000,2000,0.060428214324529946
2821,"Tama County, Iowa",19,171,7020,418,67900,2000,0.03954802259887006
2822,"Taney County, Missouri",29,213,16175,483,81000,2000,0.10075927606131513
2823,"Tangipahoa Parish, Louisiana",22,105,36516,427,73000,2000,0.08612847572315208
2824,"Taos County, New Mexico",35,055,12701,531,124900,2000,0.08923902111967817
2825,"Tarrant County, Texas",48,439,534019,612,88600,2000,0.045340626408501734
2826,"Tate County, Mississippi",28,137,8834,410,73800,2000,0.10256840691623301
2827,"Tattnall County, Georgia",13,267,7059,338,52100,2000,0.06786127167630057
2828,"Taylor County, Florida",12,123,7161,389,53900,2000,0.054946455889852114
2829,"Taylor County, Georgia",13,269,3276,302,48900,2000,0.07996406109613657
2830,"Taylor County, Iowa",19,173,2817,352,43500,2000,0.03920990566037736
2831,"Taylor County, Kentucky",21,217,9220,349,70000,2000,0.07297096053611318
2832,"Taylor County, Texas",48,441,47269,472,60000,2000,0.07689092541564754
2833,"Taylor County, West Virginia",54,091,6316,330,57500,2000,0.07338638373121131
2834,"Taylor County, Wisconsin",55,119,7520,405,78800,2000,0.05155135864328387
2835,"Tazewell County, Illinois",17,179,50374,471,89300,2000,0.039814250913520095
2836,"Tazewell County, Virginia",51,185,18263,376,55700,2000,0.09061304662462524
2837,"Tehama County, California",06,103,21090,486,97000,2000,0.09739145357817058
2838,"Telfair County, Georgia",13,271,4151,311,39900,2000,0.06438541197658712
2839,"Teller County, Colorado",08,119,7980,767,160600,2000,0.039763334203428174
2840,"Tensas Parish, Louisiana",22,107,2435,265,42500,2000,0.1156045751633987
2841,"Terrebonne Parish, Louisiana",22,109,36017,460,72200,2000,0.05903975313123979
2842,"Terrell County, Georgia",13,273,3979,314,57900,2000,0.08484583424447846
2843,"Terrell County, Texas",48,443,441,446,26900,2000,0.052845528455284556
2844,"Terry County, Texas",48,445,4315,388,44000,2000,0.05706360213988508
2845,"Teton County, Idaho",16,081,2094,603,131800,2000,0.032567049808429116
2846,"Teton County, Montana",30,099,2518,362,77400,2000,0.03669724770642202
2847,"Teton County, Wyoming",56,039,7698,707,344500,2000,0.029287314361569734
2848,"Texas County, Missouri",29,215,9379,308,62300,2000,0.0643132481233516
2849,"Texas County, Oklahoma",40,139,7135,450,61500,2000,0.048770816812053926
2850,"Thayer County, Nebraska",31,169,2556,321,43200,2000,0.02172437202987101
2851,"Thomas County, Georgia",13,275,16305,446,68100,2000,0.06481385460956134
